Class Label,Data 1,Data 2
class 1,5.6807826,4.308019329
class 1,1.309127955,6.321780731
class 2,-9.733185199,2.193236431
class 1,6.287216604,0.473148196
class 1,-3.066255513,2.471658698
class 2,-8.180849383,8.099081379
class 2,1.347526282,-8.495987665
class 2,9.553913065,-2.864640035
class 2,4.01974705,7.394485361
class 2,2.149158822,7.964088789
class 2,8.50178101,7.278013217
class 1,0.673284126,-4.885070803
class 1,0.206362877,-3.130503752
class 1,-6.862522395,-1.049296068
class 1,-7.576188642,-0.47002867
class 2,8.333601566,1.366904465
class 1,-1.196470045,-6.685023251
class 2,9.295776454,-0.634003381
class 1,5.590484215,2.968755924
class 1,5.198641127,3.491501829
class 1,1.95713564,5.468488904
class 1,-4.577859111,4.557671054
class 1,-1.085214287,6.698989248
class 2,7.195970045,-5.951713769
class 2,4.76459387,-7.29758438
class 1,1.0017271,5.839998625
class 2,-5.634842889,7.025521552
class 2,8.361649307,6.684107363
class 1,-2.595205588,5.648807492
class 1,-0.34342935,-6.578371738
class 2,3.557944792,7.589869519
class 1,-1.277092856,-7.442421488
class 2,-5.369210538,-8.841980157
class 1,-3.245830436,1.220970822
class 1,2.122150861,6.957441758
class 1,1.473139319,-6.961144068
class 2,8.559265869,-5.592355164
class 2,7.555946712,-8.33699458
class 1,-7.687063018,-2.732364904
class 1,7.187477529,-1.735096116
class 2,8.051261828,8.728835476
class 2,7.402038928,-4.20322532
class 1,-6.687168494,4.553289483
class 2,3.414260292,-9.328906895
class 1,-5.826990055,-3.414619557
class 1,5.438122698,3.363901141
class 2,-7.822539174,6.164044793
class 2,9.50202567,1.707844776
class 1,-1.97376048,5.753348682
class 1,7.117868464,0.021282847
class 1,-0.252694851,3.196940966
class 1,1.369235043,4.977144178
class 2,-7.764199518,7.243874108
class 1,-3.517436694,-3.29416995
class 1,-2.014447089,-8.085704202
class 1,-5.271073559,1.829603206
class 2,-9.995792402,-0.614347115
class 1,-4.367468997,5.179929744
class 1,-3.833204779,-4.780409865
class 2,-4.779703744,6.785757066
class 2,9.845117174,0.930539824
class 1,-3.172981229,5.513747294
class 2,-6.327499666,7.587377656
class 1,1.788988745,2.943205663
class 1,4.829860062,4.924484941
class 2,-5.496275363,-8.190228055
class 2,-9.913452727,-8.878613194
class 2,-8.821589171,-4.975322555
class 1,6.244159223,-4.165391679
class 2,3.117140162,9.430112486
class 1,2.238907155,-4.406323581
class 1,-0.495260645,-3.534080349
class 1,1.673006819,-6.577585345
class 1,-3.117089339,-0.989884231
class 2,-4.148348345,-7.653873276
class 2,-7.12457153,6.347485599
class 2,-1.317708932,9.673473637
class 1,4.385813438,-3.726728152
class 2,9.4608326,7.575492377
class 2,6.683862665,6.620884176
class 1,-5.166731811,3.835576363
class 1,4.671534344,-3.223974348
class 1,-0.888070249,-2.580225147
class 2,8.299216823,2.962010265
class 2,-9.576054178,-2.848001406
class 1,-0.999937136,7.406480478
class 2,-4.996329328,8.633672101
class 2,-7.851981141,-0.543298552
class 2,-4.110167075,6.870696444
class 2,9.473953922,-8.665365158
class 2,8.159587871,-2.608910803
class 1,-7.110460477,-2.915756819
class 1,5.78171327,-3.657271053
class 1,1.662020478,5.531094272
class 2,8.832666196,-0.461223925
class 2,6.848035223,-3.874858684
class 2,5.834766457,6.357478663
class 2,-6.635804738,-8.489522691
class 1,6.685137909,0.605407844
class 1,-0.414508591,4.288609883
class 2,-1.397035499,8.227444382
class 1,2.466610109,3.610939882
class 1,-2.982148065,-6.401153052
class 2,8.706156769,2.866440667
class 1,-6.384157963,-2.938069468
class 2,-5.697074154,7.148199933
class 1,0.727477418,4.910664005
class 1,4.297078102,-2.139170801
class 2,8.384906116,2.201612502
class 1,-2.001329459,-4.999615334
class 2,9.29084643,-1.533830748
class 2,-5.642935914,8.511197215
class 2,-5.084177445,-7.215711356
class 2,9.084261213,9.627861206
class 1,-2.855191318,0.254883086
class 1,-4.975123586,-2.665293968
class 1,-0.194654126,3.228566323
class 1,2.026390282,0.557963873
class 2,-2.359862105,-8.232138723
class 1,2.817523238,-2.195190045
class 2,3.539915993,9.044110015
class 2,-9.163078017,1.304706106
class 1,4.27509994,1.863949163
class 1,-0.883236005,0.136488719
class 1,2.468999184,3.563042063
class 1,0.301230394,3.011595201
class 2,-3.88648414,7.513432535
class 2,3.520320231,8.683606098
class 1,-7.257869079,-2.047045426
class 1,7.563175402,-2.169811778
class 2,-6.028172571,-5.760385669
class 2,9.767235605,-1.208498655
class 2,9.390363106,-4.32502192
class 1,5.344688939,4.643361497
class 1,-3.882450369,1.890963865
class 1,-5.576433497,0.844516058
class 2,5.754531608,9.391592369
class 1,1.966831477,-2.152095594
class 1,7.408651436,-2.382095329
class 2,8.197040328,6.617567891
class 2,0.942956945,-8.027311407
class 2,-0.117881193,9.60911676
class 1,1.857495048,-3.08672069
class 1,4.394682406,3.189466572
class 1,5.049840354,4.88738235
class 2,-9.005699595,2.566177732
class 1,-6.077048617,3.154504539
class 2,6.321474489,9.319665743
class 2,4.926103172,-5.65305942
class 1,6.466571585,-2.141557014
class 1,-3.306235471,3.991899128
class 2,-4.036340963,-7.386135302
class 1,1.931126668,5.183425908
class 1,0.803807032,6.086618262
class 1,-7.485787978,1.556550646
class 1,1.958784273,-1.778179885
class 1,-0.055392717,5.933697088
class 2,-0.862817728,9.546810986
class 1,-3.83475631,0.904475137
class 2,5.376324309,8.134781253
class 1,0.458639519,-5.43938009
class 1,7.86951888,-2.454296377
class 2,-7.653806559,-5.170186038
class 2,8.463171803,-9.611369787
class 1,-3.495495344,3.813549951
class 2,-7.855604696,-1.629606552
class 2,8.382087792,-6.867164267
class 2,8.953334547,-6.17708533
class 2,-8.690509022,3.169050786
class 2,-7.075861669,6.218242679
class 2,-2.290579964,7.842728935
class 2,-5.846977621,6.809218333
class 1,6.058112831,0.67572005
class 1,7.392590423,-2.442247921
class 1,-7.624860688,0.703498263
class 1,-4.046499803,0.587920371
class 2,8.264764179,-7.291986154
class 2,-6.948983933,7.85084872
class 2,-5.852491506,6.161892438
class 1,-6.878606868,-4.262171907
class 2,9.962507661,-4.322642692
class 1,-3.933390445,-2.501097332
class 1,-1.41639698,-3.928542556
class 2,3.456546807,-8.782805193
class 1,-4.34395427,-0.945954223
class 1,1.048246383,-2.803314249
class 2,-7.478670457,-2.09191864
class 2,8.804897225,-8.558862747
class 1,4.006111792,-2.956570831
class 1,6.982541533,3.884694397
class 2,7.599264183,3.132933789
class 1,1.803647053,-5.319787934
class 2,9.067221484,-7.492163439
class 2,-9.958780918,-6.944081053
class 2,-9.753504595,-7.48267907
class 1,3.994091703,6.715352551
class 1,4.018731715,5.693933935
class 1,-1.636006672,1.70719722
class 2,8.19664156,6.218312827
class 1,-4.478942126,2.738089207
class 2,9.658929091,6.083678163
class 2,-7.492952499,5.935284274
class 2,-8.656569004,2.12389308
class 1,4.332157372,-6.699491626
class 1,3.037031602,-2.000306993
class 1,-0.394125169,0.486247614
class 2,-3.604404859,9.040362832
class 2,8.921188124,2.065027103
class 2,-0.995606087,-8.75973097
class 1,4.594436237,-5.6028601
class 1,-0.539687601,-2.967253204
class 1,1.408203149,-5.816316992
class 2,8.756010239,9.396976504
class 1,6.634961304,0.320895178
class 2,-6.328971643,-8.788914711
class 2,5.793320869,7.855947114
class 1,-0.515328152,5.811089815
class 2,4.907068155,8.735324432
class 1,1.33679563,3.444616852
class 1,2.018249249,-0.884141092
class 1,3.7571923,0.264601967
class 1,1.924714757,4.685519443
class 1,5.983689839,0.732907808
class 1,-0.432712405,-5.405517719
class 2,-9.430897148,7.629530123
class 2,-8.031066248,-0.912916681
class 1,-5.404497656,2.052003894
class 2,-7.165557463,-6.431271264
class 2,-6.987978136,-5.195986082
class 2,-9.028195429,-8.399043284
class 2,2.295812326,7.486529616
class 1,4.828562946,5.486963663
class 1,5.84281023,2.039703745
class 2,-7.782458146,-4.796068537
class 2,0.763356562,-9.309665154
class 1,-4.268592201,0.525427151
class 2,9.911270894,-0.011081926
class 1,-2.140516576,-0.40417863
class 2,-8.198740141,-2.135245714
class 1,-3.744365948,-5.091663477
class 1,-5.013535538,-6.108409846
class 2,7.966687752,7.461461374
class 2,-2.852976872,-8.296044252
class 1,1.6151937,3.611713418
class 1,-6.00995206,0.824071919
class 2,9.224983792,-1.160810651
class 1,4.812508818,-5.226980858
class 1,6.304264846,-3.209676962
class 2,-9.465376808,-0.15141755
class 1,0.098491753,1.785710881
class 1,-5.519195687,-4.728312304
class 1,0.889654857,-3.312119056
class 1,5.336306498,-3.162278989
class 2,-7.746758042,9.795261887
class 1,1.665891748,-6.765909876
class 1,4.523196253,0.14808844
class 2,-9.306562415,5.511327552
class 1,0.142044048,-6.999330207
class 1,-5.446647055,2.527327346
class 2,5.839977199,-9.314164532
class 2,8.031781621,2.514154526
class 2,7.796401012,-8.73341619
class 1,-6.648555464,1.615939473
class 1,1.75862479,3.202374115
class 2,-7.072865422,-8.80722588
class 2,2.461503428,-8.258462878
class 1,-2.344965614,0.429941076
class 1,-5.625585115,-0.991753957
class 2,0.419659467,8.608753442
class 2,-7.575394383,4.749311846
class 1,-3.399880867,-4.787060225
class 2,6.988696724,8.976759141
class 1,0.619220183,-2.483710458
class 1,8.175102003,-1.104964895
class 1,3.469001322,-3.085370865
class 1,5.124706746,2.892707065
class 2,-8.230995324,7.765531408
class 1,-3.067817796,-3.251321492
class 1,-6.657797061,-2.495464581
class 1,3.946218493,6.579489858
class 2,-8.78634146,3.731702935
class 2,-6.40320783,4.44090871
class 2,-2.200451901,-8.913106483
class 1,3.919065621,-2.620818803
class 1,4.181180606,-3.187735468
class 1,-6.849810753,-1.664214241
class 1,5.016082536,0.453539825
class 2,5.663916371,7.396808384
class 2,5.331100334,9.037310611
class 2,-6.784330746,7.917085036
class 1,2.613221166,6.902873941
class 2,9.280623971,1.884694385
class 1,-2.032358368,-3.922720663
class 2,-4.729021138,-9.872714495
class 1,-1.852934956,6.988999225
class 1,1.168193189,5.726752324
class 1,-6.621403126,-1.157757348
class 2,-2.744256771,-9.653644292
class 2,3.734301479,7.748171543
class 2,-9.94085563,-3.511403164
class 1,3.429179774,3.275199835
class 2,-6.412999622,9.24545184
class 2,7.142234335,-3.108334189
class 1,0.565948326,5.558656484
class 2,-9.173853665,8.925584574
class 1,-1.560594569,1.650180166
class 1,-3.183761399,1.481694904
class 2,2.50608496,9.705287782
class 2,-4.68879761,6.81749411
class 1,-1.559434165,8.098215822
class 2,9.658445936,9.937210744
class 2,7.665528252,-7.198165368
class 1,-4.634153628,1.801701683
class 2,-3.281370768,8.694804627
class 2,9.958634304,-5.067809535
class 2,-9.179788333,-5.690165383
class 1,-1.30237808,5.463350222
class 2,5.317658649,8.717143945
class 2,8.781959842,-8.376075021
class 1,4.66559615,-2.573759269
class 1,-4.324208795,-3.666404477
class 1,4.439327727,-2.31338874
class 2,-5.474758123,7.05268708
class 2,2.58637902,7.971617727
class 1,2.522017727,-5.673830627
class 2,5.167969841,7.182838575
class 1,-6.561140886,-2.782073587
class 2,8.822618295,-9.559088561
class 2,2.269123863,-9.038916119
class 2,7.66819615,8.807877205
class 2,-8.950436635,8.817181214
class 1,4.811189138,6.066703214
class 1,-2.44526251,5.63174016
class 2,9.246282269,8.947551351
class 1,0.281067902,1.432082174
class 1,0.992299992,-1.865664859
class 2,8.470738885,-4.42324385
class 2,8.727752166,-9.272959693
class 2,-4.102021869,9.839076151
class 2,-7.463425615,8.468155967
class 2,-8.319508337,-5.972787835
class 1,-5.626661608,4.385059912
class 1,-3.705825147,-2.170640569
class 1,0.323342144,-7.337598406
class 1,-2.02818037,-0.381315328
class 2,8.578297187,-2.278586735
class 1,1.432088789,4.323219811
class 1,2.18417137,-5.583129723
class 2,-7.797783847,-6.743987145
class 1,-2.76255149,4.481693436
class 2,-5.665398156,7.990031942
class 2,8.945661284,-0.452868189
class 2,-6.811397523,8.371411449
class 1,-6.581416736,0.459092794
class 1,-2.568667663,-3.405300248
class 2,9.786904575,-6.864066576
class 2,8.255706107,3.702479906
class 2,-4.459910055,9.39103937
class 2,-6.815350919,8.258024475
class 1,1.151132212,2.92416331
class 2,-0.966906704,8.486121115
class 2,-9.499188475,0.545920866
class 2,-4.106032471,-7.549037122
class 1,3.184930724,7.541140706
class 2,-3.828420944,8.34402451
class 1,-1.651157637,1.160967598
class 2,-7.614297934,-7.512797473
class 1,-0.366197949,7.590079223
class 2,0.167370306,-8.465171915
class 1,-1.866320935,7.091231418
class 2,7.242565242,5.730784099
class 1,-7.735257396,2.360097247
class 1,-4.28775326,-4.874281559
class 2,8.545436699,7.883391026
class 1,-5.26349666,5.71687377
class 2,-0.584336334,-8.649644101
class 2,-7.642611649,5.28034865
class 2,3.573444176,6.710462177
class 2,-6.363523864,5.547841587
class 1,-1.340545578,5.708247001
class 2,9.751957097,5.460695308
class 2,6.420340449,7.963527557
class 2,8.513588752,-5.078778477
class 1,6.641365767,-0.865379285
class 1,3.51028385,6.732200873
class 1,5.54856496,3.958719568
class 1,2.137857355,1.714931491
class 2,9.913787447,-9.026094661
class 1,7.924615846,-0.502572096
class 2,1.87005321,-8.262615682
class 2,-9.044269026,3.919895349
class 2,-4.713770975,-9.958623306
class 1,-6.197829426,1.629451438
class 2,8.861049014,-4.719065947
class 2,-2.731432307,8.42745008
class 2,-5.216508237,-6.979689999
class 1,5.763445541,-3.139866829
class 2,-9.691123631,-9.409558106
class 1,6.977348925,-2.895195382
class 2,7.440802766,-9.869117541
class 2,-9.644154532,4.852614765
class 1,-1.788023348,-7.563192598
class 1,1.899225957,0.647120118
class 1,0.638666105,1.403408466
class 2,6.04408381,7.705063065
class 2,5.499522534,-7.954141618
class 1,2.856543111,-7.03205139
class 1,2.35969978,6.43387505
class 2,9.33090927,-8.540674725
class 2,9.172027588,6.550795967
class 2,-7.221910975,-7.70000428
class 1,-4.593354237,-3.811357938
class 1,5.759119622,1.667715978
class 1,5.035837069,-1.547596545
class 1,4.661520217,-4.977599657
class 2,-2.90493967,-8.405879042
class 2,8.156451347,-5.310265485
class 1,3.606020348,3.696189164
class 1,6.680936018,-2.753735009
class 2,-4.410163681,-7.793793233
class 2,7.758495464,-8.949648703
class 1,5.736449037,-4.633403224
class 1,-2.343260842,4.961215896
class 2,-9.641950163,-3.195065244
class 2,-3.58377488,9.167671003
class 1,1.62319391,7.927647628
class 1,-6.213411864,0.142510865
class 2,-9.658208301,7.346409081
class 2,-9.65261053,-9.015150926
class 2,-7.783417494,-9.331438245
class 1,-5.426495896,4.524143748
class 2,5.552184828,-9.965657364
class 1,5.219370384,-2.452769518
class 1,3.178528499,0.447535106
class 2,0.653274566,8.180592832
class 1,2.737079595,-3.439077525
class 1,0.703090174,0.695554298
class 2,7.767440836,7.79507969
class 2,9.94549112,-2.435587683
class 1,-3.063518349,3.367299352
class 2,8.808055668,2.77050834
class 1,7.224834992,-1.320048158
class 1,-1.574463884,-3.811216982
class 2,-5.583716027,-8.909455654
class 1,2.579193938,0.540198728
class 1,-2.295917134,0.379029662
class 1,0.84877839,-3.739780548
class 1,-4.922937847,-4.472066374
class 1,2.594851483,-0.112906711
class 2,-7.563893738,3.000230048
class 2,-6.418617678,-9.152234991
class 1,1.339724986,3.004570982
class 2,-7.739711173,-4.345175293
class 1,-4.67777135,-2.707265154
class 2,7.370869604,8.671795482
class 2,8.706228524,-7.765447668
class 1,-5.271193581,3.722098994
class 2,-8.458761556,-0.892662433
class 2,9.136622494,-3.49913992
class 1,-1.737987932,6.240414487
class 1,-3.667877188,4.942501197
class 1,3.904394507,3.018249767
class 2,-9.583276801,5.515600215
class 1,6.136077885,3.315841554
class 1,-0.791940717,1.800142368
class 1,-0.71565918,-6.473814203
class 1,-2.424585991,0.474010476
class 1,-6.260935627,4.019111523
class 2,4.326778719,8.196296259
class 2,5.308485085,7.625199454
class 2,3.942133618,-8.677219535
class 2,9.42406424,2.64421584
class 2,7.473140045,6.447288144
class 2,5.302964557,-7.798672852
class 2,8.097801722,0.084728461
class 1,0.17028606,-2.976428102
class 1,2.901342505,6.323735229
class 2,4.588606715,-9.721090472
class 1,1.107212125,-6.904822953
class 2,-9.915073663,7.158604793
class 1,6.127775068,-1.192807423
class 2,4.581688165,7.079860834
class 1,-1.13150233,-7.079774176
class 2,4.736844952,-7.221154278
class 1,-2.310050531,0.475853417
class 1,-6.17945282,-4.648974782
class 1,4.753315658,-6.734160955
class 1,3.181386894,-1.978176742
class 1,2.130495911,-4.02404581
class 2,-9.071597233,-3.758518263
class 1,-2.140948535,-6.615810369
class 2,-6.015301393,-8.745191208
class 1,0.468482851,-3.708865417
class 2,-0.33455313,-9.101736349
class 1,6.967211115,3.203733181
class 2,-9.553817439,0.834025735
class 1,1.434858854,-6.255559004
class 1,-7.414808081,-0.533187585
class 2,7.396744783,5.662914861
class 1,-1.982387299,5.877491068
class 1,-0.028062074,-0.380724902
class 1,-1.189300204,4.443356167
class 2,9.359279147,-0.674593428
class 2,-3.326005638,-8.86368121
class 2,7.735105791,8.90911043
class 1,4.604098432,-0.837334792
class 2,6.712609373,-4.855899567
class 1,3.935576655,7.254643666
class 2,7.421925206,-1.069858519
class 1,5.144186281,5.888624535
class 2,2.850304508,-8.504175585
class 1,0.10020185,2.475022521
class 2,7.460345268,9.329628414
class 2,3.566117681,-7.1527605
class 1,6.266777937,-2.549919593
class 1,-4.417947457,-3.369533072
class 1,4.010399801,0.946076255
class 2,2.716079535,-9.164376398
class 1,3.996389936,-3.219267168
class 2,5.311186083,8.328911496
class 2,-3.506093218,9.196555855
class 2,-7.219333749,4.505673828
class 1,-4.007651253,-0.356502165
class 2,-9.063019838,-3.715652016
class 2,-9.338378342,8.947971852
class 2,7.811142125,-3.913406396
class 2,8.613913357,-3.343985365
class 1,-3.955545389,0.078230528
class 2,-9.036190679,-9.15574313
class 2,8.980754979,3.869112304
class 2,-2.700811612,7.69644143
class 2,5.246178934,7.112708833
class 1,-2.386803552,-3.140394548
class 1,-1.787855208,3.217793173
class 2,-9.60428022,-5.211288539
class 2,-8.933129056,6.575125878
class 2,-0.731715019,-8.994990204
class 1,-3.336899525,-3.534085304
class 1,-4.812679826,0.229567644
class 1,7.506963129,0.531181429
class 1,-3.281160409,6.232684223
class 1,-4.165492321,-5.15809899
class 1,3.236298141,-1.020777822
class 1,-2.126421545,-1.191800663
class 2,6.400971831,-6.92271549
class 1,6.63281626,-3.435980762
class 2,-7.839177356,-4.943551628
class 1,-0.629389998,-7.390449779
class 1,3.953668107,7.113780929
class 2,4.101612077,-8.714352085
class 2,-6.984789934,-7.786378662
class 2,6.445088434,9.772841853
class 2,-7.610400105,1.363141111
class 1,0.647020123,2.209003888
class 1,7.604148186,-1.542089624
class 2,2.63090616,-9.557486119
class 2,-5.735988259,8.98603582
class 1,-2.063454408,-5.787632546
class 1,-5.247032804,0.121486274
class 1,5.156839408,-0.250796904
class 1,2.961095853,5.213871485
class 1,-3.933349579,2.800754864
class 2,3.808969624,-8.814219805
class 1,-2.408866151,-2.178196173
class 1,-3.766957315,0.273957331
class 1,-3.175495403,-6.14099574
class 1,1.004556453,-6.353655646
class 2,-6.768163542,-6.025197702
class 1,4.5499719,0.763227215
class 1,-1.88209176,-4.828814214
class 1,-6.923845449,-0.230274473
class 1,-6.531668664,-4.018662608
class 1,5.6268055,0.660764178
class 1,4.086800056,-1.947403189
class 1,0.203254346,1.853278264
class 2,0.976914067,9.578631115
class 2,-9.568095317,7.308856078
class 2,-6.343973027,4.969012398
class 1,-1.415037601,6.16754664
class 2,-4.483638642,7.383528446
class 1,2.878603769,1.377462219
class 2,1.992769315,8.735352656
class 2,6.728770412,4.352170244
class 2,-9.240159604,7.220871971
class 2,0.492431231,-8.649901461
class 1,5.908107013,-5.310559388
class 2,9.119002458,1.14637269
class 1,3.002894919,2.69070774
class 1,-2.641002264,-1.963569656
class 1,-3.34795861,-1.505383502
class 1,0.384077199,0.747262778
class 1,-1.385326155,5.970572425
class 2,-4.840202646,-9.849699955
class 2,5.861770195,-9.06836258
class 1,6.374803847,4.268717558
class 1,4.478842893,-5.46150401
class 2,9.153065552,0.464556724
class 2,8.439585871,1.471868088
class 2,9.004524489,-8.441814721
class 1,5.581066686,-2.328808627
class 1,1.336260555,-3.183060258
class 2,8.01636221,-7.279979984
class 1,1.477487658,3.411029786
class 2,-8.804832372,-6.204510385
class 2,9.406659122,9.490163604
class 1,-1.610834886,-4.949534091
class 1,7.026317664,-3.902733203
class 2,9.731619335,-7.019269053
class 2,9.565469889,-0.109588293
class 1,3.619355423,-3.981154927
class 1,-5.628782378,-0.396777752
class 1,0.660655991,-3.480717407
class 2,-6.280450674,8.930288784
class 2,9.561046446,-4.560049219
class 1,0.399298351,-6.2697974
class 1,-4.301253654,2.049538784
class 1,2.83785754,5.015259941
class 1,6.804508036,1.652817805
class 1,1.88208154,-2.591866124
class 1,-4.066962444,-5.542205181
class 2,6.859961918,5.864062025
class 1,-3.598028115,-5.285268496
class 1,-3.318260853,-6.075510125
class 1,6.821667264,-4.590190879
class 1,5.78388046,1.978596703
class 1,-0.286293457,5.862771305
class 1,-0.492526159,3.31627836
class 2,-9.672084942,2.035843623
class 2,8.246210686,8.336917307
class 1,-2.080668574,5.479905929
class 1,-3.089144494,-7.447985491
class 1,0.994646993,-0.114567162
class 1,1.32880619,7.239310604
class 1,-1.562880921,-6.916092874
class 1,-4.994399777,0.13192052
class 1,-7.545311143,1.689885706
class 1,3.558554005,-6.25311673
class 2,-8.836330895,-0.525352685
class 2,-9.119790273,4.535469795
class 1,0.039859201,-7.825379809
class 1,1.674013101,0.52421677
class 2,-8.889224352,-4.447699761
class 2,9.191946559,-5.319308108
class 1,-2.205027239,-1.338210346
class 1,-0.849034799,2.648403751
class 1,-3.241706942,-0.270296954
class 1,-1.509586579,-5.72224725
class 2,-2.976571589,-8.642068354
class 2,-6.714252127,-8.965239557
class 2,-7.179084318,-8.238521403
class 2,9.526845594,-6.849166341
class 2,-8.203454027,5.110514125
class 1,-0.69411084,0.959722612
class 2,-5.458270948,-9.659294722
class 2,8.376380785,4.062290836
class 2,-0.259758207,9.220155127
class 2,-7.15399497,-8.763202802
class 2,-8.503899096,7.057536431
class 2,8.015760048,-8.081074423
class 1,3.200647029,5.947597951
class 2,7.656700981,-5.084066236
class 1,-5.385485351,-1.333477894
class 2,9.586319386,-0.421636055
class 2,-3.32093356,-9.31256819
class 1,3.809395919,2.370800755
class 2,-9.626464301,-9.258347559
class 1,2.513016282,-2.88588445
class 2,-0.107526055,8.060640762
class 1,1.567637503,5.817314012
class 2,-8.510246392,3.252464778
class 2,-7.206435024,-5.790246452
class 1,-6.052483751,-1.38359733
class 1,-3.130461336,-0.551565467
class 2,-5.482058487,-7.545902762
class 2,5.783147097,-6.745038939
class 1,2.546650883,-2.809218112
class 2,-8.912116408,-5.840357528
class 1,-1.142458624,5.437155517
class 1,1.933024759,-7.538148893
class 2,-5.573733076,-6.846745392
class 2,5.598250718,-6.537960507
class 2,-7.666730829,-5.274359725
class 2,-7.39403235,-7.361215755
class 1,-0.356733303,-0.827063087
class 2,2.852599326,-8.127666909
class 2,8.495688873,-8.51742844
class 1,3.058100385,-1.631476344
class 2,7.161492241,3.101670993
class 1,-2.527667475,-0.940115069
class 1,1.697186958,-3.400139243
class 1,-0.239068794,-6.409231172
class 1,-2.330235134,-7.032904804
class 1,1.113856715,0.453665808
class 2,-9.895963807,-6.45680739
class 2,-9.614172157,-8.52596092
class 1,7.136150974,3.62041781
class 2,-9.609731883,7.821680274
class 1,3.946469014,-6.528562689
class 2,2.603139289,-9.745982605
class 1,-3.21597645,-4.688575001
class 1,4.32205723,2.055460861
class 1,-1.98546862,-6.010011598
class 2,-5.020343137,-9.305630455
class 1,-2.473545462,1.660275745
class 2,7.735695916,4.285634525
class 2,6.856799293,-9.671399769
class 2,-8.213807231,7.338209142
class 1,3.596458038,-1.533711815
class 2,9.684919431,0.765257495
class 1,-1.594470162,6.763895017
class 2,-4.77058783,-9.427031308
class 1,-4.585730321,2.257225933
class 1,-4.600157273,3.301174289
class 1,3.225839119,5.689500669
class 1,-2.341252978,1.60438091
class 2,9.757411431,-2.345209262
class 2,-5.530087293,-6.661088449
class 1,0.000838047,4.444168943
class 1,1.916683267,5.506512666
class 1,2.088620441,-3.744526129
class 2,7.014501033,-6.940878479
class 2,4.912887438,-7.338956986
class 1,3.440664479,-4.397235753
class 1,7.477388034,-3.049552637
class 1,-6.298252123,-3.991622313
class 2,-6.914831367,6.964264841
class 2,8.982585157,-9.355703445
class 2,7.980256602,-6.987591021
class 1,5.976936165,0.620262443
class 2,-1.61519487,-9.983938528
class 1,2.485924587,-2.576969566
class 1,-0.365086773,3.38229535
class 1,1.379418319,3.48030568
class 1,-5.124250178,-5.286452494
class 2,5.149160639,8.348350028
class 1,4.479343108,-6.811495759
class 1,-4.544763723,5.840208392
class 2,7.095053231,9.344100037
class 2,1.431134372,-9.663672435
class 2,3.181491405,9.925966797
class 2,5.097072541,8.967013439
class 1,-7.125989543,3.945218319
class 2,9.862843937,-2.033811267
class 2,6.358463341,-8.134321818
class 2,8.554662125,-8.063053773
class 1,-2.495446234,-6.560934341
class 2,7.78467026,-7.874193707
class 2,-3.165709199,7.500604852
class 2,-9.242388303,-7.843448403
class 1,6.355880389,-5.458424061
class 2,9.030067234,-2.461557043
class 1,-1.52073514,4.720395447
class 2,-1.87251565,-9.679685253
class 2,9.371604542,-0.815297216
class 2,-6.271101466,-6.920853167
class 1,2.528489051,1.254757237
